LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
280000,2,2,47,17795,4117,1199,247,0,1896,4125,1201,249,0,1896,548,NO
280000,2,2,41,21670,15767,15288,4923,19616,5191,15846,15364,9948,19693,5216,488,NO
280000,1,1,58,24189,25294,26667,26926,27492,28333,1500,1800,1000,1000,1300,1000,NO
280000,2,2,35,40683,1888,1592,1312,486,886,1888,1592,1312,486,1036,438,NO
280000,2,2,35,51439,44605,45426,38563,29669,24892,20000,10000,0,0,24892,106941,NO
280000,1,2,57,104451,105960,100542,103087,103983,105638,4470,4188,5000,3679,3703,3652,NO
280000,2,2,28,119587,122015,130286,130705,132964,136400,4411,10282,3006,2659,3436,1000,NO
280000,1,2,69,139719,136052,118076,101457,81124,42347,6000,4000,4000,4000,3000,1000,NO
280000,1,2,55,281663,211805,96763,67554,-3,1244,80019,5000,439,10603,1247,2187,NO
280000,1,1,70,285249,276229,277026,280771,270992,111885,5,10031,10021,7111,34,171574,NO
290000,2,2,50,15042,28827,45913,44656,24692,7208,15000,20000,37092,20000,7208,34000,NO
290000,1,2,25,18359,18985,17742,17530,8135,7559,1500,1500,1021,185,387,2000,NO
290000,2,1,28,24257,8723,6282,2440,0,0,2026,3814,2452,0,0,0,NO
290000,2,2,25,42601,34927,32034,29620,29822,28502,5000,6010,5000,1200,2000,901,NO
290000,2,2,40,125679,113486,116427,103550,64527,64030,4315,6000,4000,3000,2500,3000,NO
290000,2,2,32,133789,137875,124871,118193,121283,124109,6300,6000,5000,5000,5000,5000,NO
290000,1,2,50,162118,150366,148949,141711,122755,216138,6000,6000,5000,10000,100000,7681,NO
290000,1,2,53,240745,216678,205930,209010,213471,217561,9323,9000,8000,8000,7800,8238,NO
300000,2,2,68,0,0,0,0,0,0,0,0,0,0,0,0,NO
300000,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,NO
300000,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,NO
300000,2,2,60,603,4728,0,0,0,279,4747,0,0,0,279,423,NO
300000,2,2,46,788,736,736,1025,27289,28142,1000,736,1025,27000,2000,1100,NO
300000,2,2,62,936,0,744,2826,0,18525,0,744,3000,0,18525,3078,NO
300000,2,2,66,986,2939,27754,10534,1954,2140,2964,27968,10597,1954,2140,390,NO
300000,2,2,58,4553,4042,2060,0,78794,80385,1033,1000,0,78794,2900,3000,NO
300000,2,2,49,9582,6803,7198,6975,9356,3697,1818,7217,7023,9383,3714,6546,NO
300000,2,2,57,10291,19617,19326,10662,10162,10250,19326,10000,1940,10200,10500,10000,NO
300000,2,2,54,16094,2259,0,12880,14895,9386,2259,0,12880,2500,200,280,NO
300000,2,1,35,16666,1000,16666,0,0,0,1000,16666,0,0,0,0,NO
300000,2,2,50,24763,33484,31501,32678,36147,40503,10700,0,2000,4000,5000,0,NO
300000,2,2,36,25193,34242,35228,12512,12570,13022,10000,1377,1149,2000,615,9000,NO
300000,2,2,61,28989,29909,40618,52288,70000,100000,1291,11000,12288,20000,30000,590,NO
300000,2,1,45,30631,14623,9728,28960,26589,18171,1373,1010,42348,0,0,173,NO
300000,2,2,53,199801,121321,94524,86637,78939,70689,5017,3200,3500,3000,3000,74000,NO
300000,1,2,64,293498,299066,295173,286885,287816,294383,13007,11067,10026,10500,11080,10500,NO
300000,2,1,49,296665,300861,263571,252197,226555,206642,11500,9000,8000,7000,7500,6006,NO
300000,2,2,49,327724,325970,325020,319750,265136,262378,11250,11877,10487,7831,8092,7634,NO
310000,1,2,43,186,186,3550,653,14353,15932,0,3567,654,14428,15018,20000,NO
310000,2,2,50,3473,35890,29935,20339,12924,839,201153,20146,3000,512,839,165305,NO
310000,2,2,64,8193,43012,36780,31372,17308,35943,43003,2107,1246,346,30000,53000,NO
310000,2,2,31,18877,18379,10327,17252,9917,33776,18417,48,17337,9965,33826,116,NO
310000,2,2,40,19610,14746,28216,4245,3500,396,10000,28216,4245,3500,396,396,NO
310000,2,2,27,36513,37628,39579,40879,85,4381,2500,3000,1500,85,4381,11100,NO
310000,2,2,36,37085,23506,12191,13775,12377,34458,3817,1000,13775,12377,34458,1269,NO
310000,2,2,59,106468,108955,112374,54762,58189,57170,8000,6000,5000,5000,4000,5000,NO
310000,2,1,51,106540,110211,208505,150380,38551,42901,5000,100000,7000,10000,5000,5000,NO
310000,1,2,51,153620,147023,127390,129886,130676,127738,6603,4600,4507,4027,4025,4018,NO
310000,2,2,35,176565,152037,166900,154297,146844,146883,25532,50120,30000,20000,5807,5800,NO
310000,2,2,42,220845,179260,116798,109647,114745,103646,7809,10000,10000,10334,10000,5000,NO
310000,2,2,55,240846,220845,179260,116798,109647,114745,10500,7809,10000,10000,10334,10000,NO
310000,2,2,62,269832,261818,234621,242570,246073,248376,15327,10000,12000,9019,10024,15040,NO
310000,2,2,29,311380,314131,301646,292673,253269,256259,11264,10979,10950,9281,9304,9885,NO
320000,2,2,67,0,0,2428,990,495,854,0,2428,990,0,854,495,NO
320000,2,2,55,0,0,0,0,1999,1999,0,0,0,1999,1999,1999,NO
320000,1,2,61,2007,3477,3037,1633,3633,0,2000,1000,1633,2000,0,3000,NO
320000,2,2,31,4114,390,944,473,1747,1193,390,944,473,5000,1200,980,NO
320000,2,2,61,4392,11684,1127,1943,13312,-5,11700,1135,1952,13375,5,0,NO
320000,1,2,68,5799,70891,76755,74838,72402,71847,70891,7001,21,3012,3015,2713,NO
320000,2,2,42,10668,44197,36538,34603,31596,30155,44462,12000,2000,1000,1000,5098,NO
320000,1,2,57,11639,7508,5591,2371,4754,4932,2552,2016,0,12,5036,10306,NO
320000,2,2,57,11684,1127,1943,13312,-5,-5,1135,1952,13375,5,0,0,NO
320000,2,2,48,18506,12237,913,5356,58545,7357,1062,1116,5384,58837,7393,5926,NO
320000,1,2,58,26149,3860,360,360,0,720,3894,360,360,0,720,334,NO
320000,1,2,55,46385,47439,48858,50893,52352,53480,2000,2000,3000,3000,1667,2019,NO
320000,1,2,29,67264,67207,0,2615,221073,225361,3231,0,2615,228975,8176,8226,NO
320000,1,1,68,79819,64851,37762,16425,12177,45648,3524,2941,2013,270,42659,100002,NO
320000,2,2,58,293073,293210,290057,25922,22982,20553,13300,12756,1295,10312,8394,8242,NO
330000,2,2,67,0,1056,2006,-2,1683,1382,1056,2014,0,1685,1388,967,NO
330000,2,1,43,390,0,780,150,320,780,0,780,150,320,1000,0,NO
330000,2,2,67,963,11,11,11,11,11,504,0,0,0,0,0,NO
330000,2,2,67,1127,13030,14922,17722,3390,0,13030,2500,3000,3390,0,0,NO
330000,2,2,55,32316,33705,28743,28217,25432,19938,2000,2000,2000,800,687,812,NO
330000,2,2,67,37637,38676,40786,41767,42501,43359,1500,2600,1500,1400,1400,1500,NO
330000,1,2,61,53260,37207,40560,41978,46728,40502,2000,4000,2000,5039,2164,2000,NO
330000,2,1,42,221793,225079,229947,233122,246414,253338,10000,10000,8507,17215,11000,0,NO
330000,2,1,44,225079,229947,233122,246414,253338,249107,10000,8507,17215,11000,0,12000,NO
330000,2,2,44,255834,258822,254855,258220,256058,256840,9425,9000,9174,9590,9500,9400,NO
340000,2,2,29,1830,4777,7681,12519,15299,15905,3000,3000,5000,3000,1000,10000,NO
340000,2,1,25,6780,3629,29052,50832,30272,11253,3629,29052,30000,5034,11253,86069,NO
340000,2,2,57,329096,259604,231178,201471,181740,140088,10025,7007,7865,5795,5000,4000,NO
350000,2,2,22,3738,7555,36553,8997,13074,5107,7555,36698,9124,13074,5107,18830,NO
360000,2,2,27,0,420,0,742,0,0,420,0,742,0,0,198,NO
360000,2,1,70,0,0,0,0,0,0,0,0,0,0,0,0,NO
360000,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,NO
360000,1,2,55,0,0,0,0,1090,8788,0,0,0,1090,7910,170027,NO
360000,1,1,42,0,2500,2500,0,0,0,2500,0,0,0,0,0,NO
360000,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,NO
360000,2,2,22,220,2755,1380,0,1999,-1,2755,1380,0,1999,0,500,NO
360000,2,2,36,276,0,502,0,1017,0,0,502,0,1017,0,359,NO
360000,2,2,52,2386,3166,2776,2386,3166,2983,3166,2776,7158,3166,2983,2386,NO
360000,2,2,54,2400,2500,0,0,0,0,2500,0,0,0,0,0,NO
360000,1,2,49,2711,780,390,390,390,540,780,0,390,390,540,390,NO
360000,1,2,40,2988,2766,2766,2766,3373,5042,2766,2766,2766,3373,5042,1000,NO
360000,2,2,35,5446,-8,-8,4635,3875,1034,0,0,4643,1019,1039,984,NO
360000,1,2,46,7071,401,3545,10540,10132,6220,1510,3575,10573,10155,6240,16071,NO
360000,1,2,51,7156,9780,6672,11201,9718,8781,9849,6712,11244,9747,8806,11872,NO
360000,1,2,50,8840,4951,-17,1815,1035,460,4951,0,1832,1035,460,635,NO
360000,1,2,25,9179,10977,14190,16328,17383,17194,10977,8500,4000,1700,371,1150,NO
360000,2,2,28,9626,11684,18144,57687,49519,53478,15023,18500,57697,11000,15000,5000,NO
360000,1,2,50,9780,6672,11201,9718,8781,11846,6712,11244,9747,8806,11872,19035,NO
360000,2,2,70,12393,3434,79795,49160,2847,-13,3445,80401,32083,2907,13,20303,NO
360000,1,2,34,14433,15157,8564,1495,5977,1211,2394,8606,1502,6006,4217,2228,NO
360000,1,2,51,19390,22726,12148,12885,12994,15320,7113,12163,3787,714,5369,10026,NO
360000,1,2,58,20223,52962,3978,1743,2828,50537,53228,3997,1750,2853,51041,3219,NO
360000,2,2,63,23088,11628,8556,4578,4784,11938,12000,8598,4601,4808,11997,3708,NO
360000,2,2,60,26349,1245,2043,265,265,5862,4045,2043,265,265,5862,1907,NO
360000,1,2,40,35564,25173,10633,7217,7364,-7,2086,3017,144,147,0,763,NO
360000,2,2,70,63352,58601,19567,16658,17249,247,6010,4000,0,2000,247,12000,NO
360000,1,2,29,78398,86955,127146,103273,91933,108163,25126,60259,27208,31262,90114,30463,NO
360000,2,2,37,79161,81260,83055,85662,87458,86393,4000,4000,4000,4000,3300,5199,NO
360000,2,2,69,152072,151168,153306,144485,145601,140336,5708,6059,5009,5021,5027,100017,NO
360000,2,1,39,164857,192513,178030,117997,0,0,30650,9300,6000,0,0,0,NO
360000,1,1,54,207571,182384,161295,199803,198614,2383,6114,4899,202074,200395,2383,98668,NO
360000,2,2,22,243114,46734,12558,0,730,500,1587,1028,0,730,500,0,NO
360000,2,2,59,264971,257086,253407,259551,265149,340930,9043,8847,10000,10000,80016,15000,NO
370000,2,2,68,577,27895,-4247,4347,5562,0,63895,0,8694,5562,0,3500,NO
370000,1,1,31,64268,2868,3788,9424,2468,2468,2868,100332,9456,2468,2468,2468,NO
370000,2,2,26,68452,71014,72547,74501,76058,77572,3513,3046,3000,2589,2603,2695,NO
370000,2,2,58,87248,82477,71825,69872,63656,46555,2896,2097,2000,1818,1044,28034,NO
370000,1,2,47,87313,90345,37554,7628,1026,1422,5000,6000,2000,1000,1422,3600,NO
370000,1,2,48,261021,265512,269491,223905,226566,226817,10001,10000,10000,8207,7641,7521,NO
370000,1,2,58,276436,239025,149128,48907,53025,51434,20000,13000,5000,10000,4000,6000,NO
380000,1,2,44,1294,1058,359,359,359,509,1058,359,359,359,509,359,NO
380000,2,2,47,123880,105184,69221,46858,33060,27047,7050,6018,3000,4000,4000,250400,NO
390000,2,2,44,1421,1286,2123,2219,1205,3343,1294,2133,2230,1209,3365,2151,NO
390000,1,2,52,10439,25143,35165,44543,45631,45793,15007,10529,10000,1773,2000,1592,NO
390000,1,2,28,18891,19521,28868,29661,21907,8205,6000,10000,2000,15000,5000,2000,NO
390000,2,2,37,19081,1170,6512,14122,7894,3927,1170,6512,14122,0,3927,200,NO
390000,2,1,68,60697,64440,67503,68566,65411,66597,5000,5000,5007,5000,5000,5000,NO
390000,2,1,67,64440,67503,68566,65411,66597,57361,5000,5007,5000,5000,5000,2000,NO
390000,2,2,23,116720,121588,121854,90634,84353,57677,7000,5000,4000,5000,10000,20000,NO
390000,2,2,22,125863,131249,119175,115922,101725,90334,10053,5028,5045,3012,3000,5572,NO
390000,1,2,36,149445,139794,133224,106127,51097,38555,8046,5150,5297,5084,5065,5042,NO
390000,1,2,63,198132,192975,68855,-1391,249742,253914,9124,3181,895,253009,10009,9509,NO
390000,2,2,34,202248,205150,0,0,0,0,10000,0,0,0,0,0,NO
390000,2,2,47,249265,253883,250654,253336,256281,257151,8903,9300,9402,10343,7000,6600,NO
390000,2,2,32,286888,291645,277888,175268,167781,147878,11000,11000,5600,5700,5600,3400,NO
400000,1,2,70,-1320,5773,3944,87146,90818,96316,9952,10,87170,10013,10008,20039,NO
400000,2,2,59,1026,8968,1600,8799,6171,4921,9066,1608,9070,1001,3,2214,NO
400000,1,2,52,1202,-14,2893,13854,13860,12215,0,2907,13863,13869,12216,29171,NO
400000,2,2,49,1416,1548,22085,21021,19761,12613,1052,22085,420,56,687,800,NO
400000,2,2,70,3299,6930,2375,1211,6661,517,6978,2387,1127,6694,519,593,NO
400000,2,1,43,6500,405016,391178,392932,394410,410127,405016,0,14000,13560,28000,0,NO
400000,2,1,38,8716,211,4168,4049,4566,2578,211,4188,4061,4586,12,3837,NO
400000,2,2,27,10430,24979,29925,25423,7064,15920,24030,14062,1824,40,15673,16694,NO
400000,1,2,39,21012,10107,240244,287499,86684,6796,5056,241366,278006,425,34,2966,NO
410000,2,2,48,5184,3449,2300,0,150,150,3476,2300,0,150,150,989,NO
410000,1,2,43,82735,90847,74122,72363,68703,66710,10000,6000,4000,5000,6000,3000,NO
410000,2,2,37,210866,109320,11546,858,0,1117,2444,3056,968,0,1117,0,NO
410000,2,2,59,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,NO
420000,2,2,62,7880,4623,64513,65592,57438,31029,1010,64513,2420,1473,1062,1022,NO
420000,1,2,28,22872,23309,24612,25400,26333,27887,1700,2000,1500,1500,2000,1567,NO
420000,2,2,42,27186,27759,21103,22217,23440,61084,5009,5006,5000,5000,61084,3000,NO
420000,2,2,22,89829,82251,78830,76521,78049,79792,5126,3019,2777,2800,3000,3000,NO
430000,2,1,63,25968,22938,18753,14734,17572,18784,1313,5002,1000,5000,5000,2000,NO
430000,1,2,61,406995,438832,312608,341552,345532,339050,40000,30000,35000,30000,20019,40000,NO
440000,2,1,68,8325,-4341,-15641,7059,-4220,-16370,0,752,34000,284,3650,52719,NO
440000,2,2,45,67594,64042,62021,59545,48225,40049,3000,3000,5000,3000,3000,3000,NO
440000,2,2,44,412962,409812,393255,370202,258387,255740,15000,20000,15305,10070,15037,10052,NO
450000,2,2,26,108,-58,14276,1346,1448,4005,0,14500,1346,1448,4005,166,NO
450000,1,2,24,9845,11991,17111,19585,9756,3282,3000,10000,3000,10000,3300,326,NO
460000,1,2,57,1358,55022,50394,3917,1695,22231,55071,1263,3934,1702,22238,513,NO
460000,2,2,34,16560,12570,19403,10063,8628,0,2500,9456,10063,0,0,13182,NO
460000,1,2,46,17919,13041,9681,3284,732,2732,1500,9681,3284,732,2000,0,NO
460000,2,2,30,21333,16560,12570,19403,10063,8628,4560,2500,9456,10063,0,0,NO
460000,2,1,23,25537,23314,16098,3316,3316,3316,1335,10000,3316,3316,3316,3316,NO
460000,1,2,27,460609,427584,373370,285926,264644,247298,18138,15481,10000,9072,8945,8567,NO
470000,2,1,64,178262,177644,171997,165014,158839,148035,6100,6000,7100,5100,5200,4900,NO
490000,1,1,44,108157,107692,108590,109389,110491,111158,4056,3993,3831,4111,3939,4001,NO
490000,2,2,64,128821,93626,52074,118595,93461,86682,3047,2647,88595,3203,3142,3166,NO
490000,1,2,32,325669,206515,144853,132268,118899,79223,10041,7415,7025,44324,3119,2780,NO
490000,1,2,38,422483,430538,392670,390031,396687,404885,15358,15049,14500,14000,15021,10664,NO
500000,2,2,33,4428,-31,-31,3963,3418,858,0,0,3994,3435,860,0,NO
500000,2,2,41,5392,6038,6972,7037,7603,10602,1502,1502,502,1003,10024,40060,NO
500000,2,2,53,6618,8984,9558,7426,11130,15382,8984,9570,7432,11130,10000,22212,NO
500000,1,2,59,17155,0,0,1116,969,6745,0,0,1116,3,6745,5003,NO
500000,2,2,40,19543,21788,19323,33146,39741,53516,5110,19623,15000,7000,14122,20000,NO
500000,1,2,41,24677,28287,32988,21579,26674,28697,7013,8071,3013,8012,5019,2006,NO
500000,2,2,30,27250,20000,19501,20000,0,0,20000,19501,1000,0,0,0,NO
500000,1,2,57,33758,33048,45422,46483,39598,40622,1626,13000,2100,37000,1234,3512,NO
500000,1,2,50,47399,48711,48642,49062,149034,181876,2361,1500,1128,100330,100486,2114,NO
500000,2,2,37,56437,58076,59534,51006,44360,34229,2357,2001,6620,6015,10001,4137,NO
500000,2,2,58,58076,59534,51006,44360,34229,37880,2001,6620,6015,10001,4137,5000,NO
500000,1,2,35,59646,49412,48060,51132,49348,40652,43018,3030,10022,3064,3022,2018,NO
500000,2,1,42,67763,47746,28148,24377,15421,11239,2244,4625,24448,2028,2009,1710,NO
500000,2,2,61,72620,873,8596,6418,6243,1984,873,8596,275,300,1984,27014,NO
500000,1,2,30,92442,96905,111219,251573,300336,269964,7036,20042,150122,75182,11486,11162,NO
500000,2,2,66,93625,101723,95390,102203,47388,73230,11723,15390,12239,6000,30000,6000,NO
500000,2,2,40,182416,150298,88448,58009,47336,7112,5000,3850,3248,13736,14256,220371,NO
500000,2,2,41,215459,201715,141177,130352,126422,113148,7412,4721,3854,3622,3433,3201,NO
500000,1,2,64,216657,174694,165203,136067,16120,93532,8508,4699,623,1590,93469,2554,NO
500000,2,2,32,229258,134264,134908,141358,121262,131147,10042,8048,20141,10000,12000,15000,NO
500000,2,2,62,234957,215459,201715,141177,130352,126422,8086,7412,4721,3854,3622,3433,NO
500000,1,1,22,257603,217964,171462,99495,168313,233306,10234,10753,20134,110167,105000,20018,NO
500000,2,2,35,302089,279409,258310,221792,201215,183739,10049,10106,9021,7029,9093,10018,NO
500000,2,2,69,319082,0,300165,281019,44528,40325,8752,0,21420,1002,935,967,NO
500000,2,2,52,390393,374105,467911,355531,587067,323821,26085,13566,18975,11096,35204,10121,NO
520000,2,2,31,34167,53319,25689,146903,150656,132050,40054,8011,151509,50263,59491,48326,NO
550000,2,2,53,257553,251236,246572,240595,237968,220199,12036,9071,8022,6797,7095,6469,NO
560000,2,1,58,2740,2740,2740,2740,1703,27802,2740,2740,2740,1703,27802,1500,NO
570000,2,2,52,33675,29865,33337,32646,30465,31126,3000,5000,3016,3000,4000,4000,NO
670000,1,2,41,88612,91137,99314,95292,63782,41114,5000,10000,4500,6000,1300,3000,NO
700000,2,2,59,16262,12219,9861,6384,5126,2680,2192,2015,1005,1009,1000,1000,NO
750000,2,2,64,9500,9655,401003,399493,400993,409483,250000,401003,7990,11000,417990,3080,NO
10000,1,2,52,-2000,2475,4428,6368,9046,10000,4475,2000,2000,2780,2000,0,NO
10000,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,NO
10000,2,1,54,4920,5937,6945,7088,8108,8264,1256,1264,407,1291,435,0,NO
10000,1,2,29,5002,6014,7111,8120,9120,0,1103,1200,1200,1000,0,0,NO
10000,2,2,43,5150,4922,5941,6984,7120,7267,0,1257,1300,400,410,420,NO
10000,1,2,44,5703,6734,8833,9604,9800,10000,1130,2229,1000,196,200,0,NO
10000,2,1,60,6031,836,2032,2150,1490,390,836,2032,1000,1000,390,1632,NO
10000,1,2,46,6599,7736,8492,8138,4990,1598,1400,1000,1009,1000,1598,0,NO
10000,2,2,58,6691,7723,17734,9081,8877,9261,1142,1286,500,320,529,500,NO
10000,2,2,60,6694,7546,8345,8688,8865,9046,1124,1207,1000,177,181,0,NO
10000,2,2,63,8128,8470,10255,9389,8345,8572,1400,2500,500,0,500,2000,NO
10000,1,2,63,8907,6599,7736,8492,8138,4990,1500,1400,1000,1009,1000,1598,NO
10000,1,2,24,9457,9554,7335,9025,7886,8382,1107,1310,2000,269,1000,1100,NO
10000,1,1,55,10128,9859,9607,9818,10013,9824,1151,1160,1151,346,350,354,NO
20000,1,1,54,-2000,780,0,-1000,0,1222,2780,2000,1000,1000,1222,1800,NO
20000,1,2,49,0,0,0,0,0,0,0,0,0,0,0,0,NO
20000,1,2,27,0,18965,20042,20115,20000,16433,18965,1391,1207,602,707,672,NO
20000,2,1,42,191,20391,19292,19545,18945,19494,20200,0,1310,678,854,767,NO
20000,2,2,36,226,226,4294,2863,1583,1320,0,4294,0,0,150,0,NO
20000,1,2,26,390,0,780,0,0,0,0,780,0,0,0,0,NO
20000,1,2,34,543,2070,370,-20,780,0,1100,5193,0,800,0,0,NO
20000,1,1,63,690,665,1164,1523,1228,500,665,1164,1523,1228,500,0,NO
20000,1,2,64,780,390,390,0,780,0,0,390,0,780,0,0,NO
20000,1,2,44,1200,0,0,0,0,0,0,0,0,0,0,0,NO
20000,1,2,52,1663,1662,1473,1623,1623,1663,1662,1473,1623,1623,1663,1623,NO
20000,1,2,70,1760,2699,1261,780,390,1320,2200,0,780,0,1320,0,NO
20000,1,2,36,1955,2530,1845,3169,240,930,2535,1205,3274,630,1080,0,NO
20000,1,2,65,2003,2948,3372,0,0,0,1086,1000,0,0,0,0,NO
20000,2,2,43,5635,5735,4941,4236,3200,1375,1186,1300,1246,264,375,700,NO
20000,2,2,32,5888,4088,6597,9333,4133,8456,4813,6597,5000,4431,8500,8032,NO
20000,1,2,58,6274,5971,3980,9040,9040,0,0,4000,9040,0,0,17291,NO
20000,1,1,46,6599,9315,19067,18472,18037,18487,3000,10000,0,0,900,2000,NO
20000,2,1,42,7286,2160,780,0,0,0,1006,780,0,0,0,0,NO
20000,2,2,70,7486,7826,9574,12101,17128,13395,2000,4574,5101,5128,3395,5385,NO
20000,2,2,39,8879,10222,10940,12825,12331,12984,1500,1188,2073,0,1000,3390,NO
20000,1,2,53,13621,14984,16431,18835,18235,19535,1596,2000,3000,0,1600,0,NO
20000,2,2,25,14088,8842,6653,2946,1186,416,1111,1009,7,1190,416,831,NO
20000,2,2,38,14248,15703,17140,18127,18605,16351,2000,2000,1600,1030,1000,1000,NO
20000,2,2,67,15248,16255,17282,18293,18661,20157,1265,1292,1303,671,1800,0,NO
20000,1,2,26,15526,33140,17589,18945,36552,18797,1300,1300,1650,850,1500,700,NO
20000,1,2,46,15678,15129,17973,31269,11401,8311,0,3100,0,2000,1000,2000,NO
20000,2,2,61,15685,16731,18048,18102,18491,19173,1300,1600,650,681,1000,1000,NO
20000,2,2,26,15703,17140,18127,18605,16351,16928,2000,1600,1030,1000,1000,1000,NO
20000,2,1,46,15939,17171,18005,1822,1316,1316,1500,1200,2000,0,0,0,NO
20000,1,2,30,15993,17016,18356,19028,38688,19897,1600,1621,1293,830,1548,626,NO
20000,1,1,66,16203,4550,0,0,0,0,2000,0,0,0,0,0,NO
20000,2,2,59,16679,14921,9470,9640,6110,5775,1554,2360,500,1000,3200,2000,NO
20000,1,1,64,17062,19248,18181,18156,19102,17363,2850,0,514,2000,1000,1570,NO
20000,2,2,45,17304,0,26373,26644,26079,27941,0,26373,1000,0,2300,1200,NO
20000,2,3,44,17973,20482,19693,11932,1280,0,2800,0,239,3380,0,0,NO
20000,1,2,53,18290,20144,19106,19292,0,0,2458,1200,386,1000,0,0,NO
20000,1,2,56,18649,18066,19040,19446,20759,20241,0,1594,1000,1606,0,300,NO
20000,2,2,51,18833,19404,18699,19324,16234,16609,1290,2000,2000,1000,1000,3000,NO
20000,2,2,62,18854,19116,15030,13025,12223,15975,1292,1509,1522,3111,20000,1121,NO
20000,1,2,48,18860,17904,15300,12776,3585,0,1360,1206,256,72,0,0,NO
20000,1,2,40,19115,18962,19298,19378,19717,15630,1404,1130,600,861,313,0,NO
20000,1,2,47,19189,19226,18371,18400,0,0,1376,1206,2222,0,0,0,NO
20000,1,2,53,19331,18225,18418,19297,19000,19683,1209,19330,2303,1000,1000,1000,NO
20000,1,1,25,19339,20187,17592,14588,624,19945,1500,1295,1200,624,19563,628,NO
220000,2,2,23,5564,7443,5572,5572,5572,5774,7479,5600,5600,5600,5802,3279,NO
220000,2,2,22,7443,5572,5572,5572,5774,3264,5600,5600,5600,5802,3279,5613,NO
220000,2,2,60,11636,11004,8392,10887,16542,10164,3004,3392,4000,6542,5000,3909,NO
220000,1,1,23,21960,21860,25463,28036,34552,43827,2000,4000,3000,7000,11000,3000,NO
220000,2,2,28,34819,30937,30348,23459,23200,21281,2006,2022,1002,1007,1000,1008,NO
220000,2,1,24,41259,37465,39494,16842,0,8419,2000,3000,1160,1000,0,1000,NO
220000,2,1,23,45739,46975,48211,47418,48657,48129,2000,2000,2000,2000,2000,2000,NO
